"orderid","productid","unitprice","quantity","discount"
10514,28,"45.60000",35,"0.00000"
10514,56,"38.00000",70,"0.00000"
10514,65,"21.05000",39,"0.00000"
10514,75,"7.75000",50,"0.00000"
10515,9,"97.00000",16,"0.15000"
10515,16,"17.45000",50,"0.00000"
10515,27,"43.90000",120,"0.00000"
10515,33,"2.50000",16,"0.15000"
10515,60,"34.00000",84,"0.15000"
10516,18,"62.50000",25,"0.10000"
10516,41,"9.65000",80,"0.10000"
10516,42,"14.00000",20,"0.00000"
10517,52,"7.00000",6,"0.00000"
10517,59,"55.00000",4,"0.00000"
10517,70,"15.00000",6,"0.00000"
10518,24,"4.50000",5,"0.00000"
10518,38,"263.50000",15,"0.00000"
10518,44,"19.45000",9,"0.00000"
10519,10,"31.00000",16,"0.05000"
10519,56,"38.00000",40,"0.00000"
10519,60,"34.00000",10,"0.05000"
10520,24,"4.50000",8,"0.00000"
10520,53,"32.80000",5,"0.00000"
10521,35,"18.00000",3,"0.00000"
10521,41,"9.65000",10,"0.00000"
10521,68,"12.50000",6,"0.00000"
10522,1,"18.00000",40,"0.20000"
10522,8,"40.00000",24,"0.00000"
10522,30,"25.89000",20,"0.20000"
10522,40,"18.40000",25,"0.20000"
10523,17,"39.00000",25,"0.10000"
10523,20,"81.00000",15,"0.10000"
10523,37,"26.00000",18,"0.10000"
10523,41,"9.65000",6,"0.10000"
10524,10,"31.00000",2,"0.00000"
10524,30,"25.89000",10,"0.00000"
10524,43,"46.00000",60,"0.00000"
10524,54,"7.45000",15,"0.00000"
10525,36,"19.00000",30,"0.00000"
10525,40,"18.40000",15,"0.10000"
10526,1,"18.00000",8,"0.15000"
10526,13,"6.00000",10,"0.00000"
10526,56,"38.00000",30,"0.15000"
10527,4,"22.00000",50,"0.10000"
10527,36,"19.00000",30,"0.10000"
10528,11,"21.00000",3,"0.00000"
10528,33,"2.50000",8,"0.20000"
10528,72,"34.80000",9,"0.00000"
10529,55,"24.00000",14,"0.00000"
10529,68,"12.50000",20,"0.00000"
10529,69,"36.00000",10,"0.00000"
10530,17,"39.00000",40,"0.00000"
10530,43,"46.00000",25,"0.00000"
10530,61,"28.50000",20,"0.00000"
10530,76,"18.00000",50,"0.00000"
10531,59,"55.00000",2,"0.00000"
10532,30,"25.89000",15,"0.00000"
10532,66,"17.00000",24,"0.00000"
10533,4,"22.00000",50,"0.05000"
10533,72,"34.80000",24,"0.00000"
10533,73,"15.00000",24,"0.05000"
10534,30,"25.89000",10,"0.00000"
10534,40,"18.40000",10,"0.20000"
10534,54,"7.45000",10,"0.20000"
10535,11,"21.00000",50,"0.10000"
10535,40,"18.40000",10,"0.10000"
10535,57,"19.50000",5,"0.10000"
10535,59,"55.00000",15,"0.10000"
10536,12,"38.00000",15,"0.25000"
10536,31,"12.50000",20,"0.00000"
10536,33,"2.50000",30,"0.00000"
10536,60,"34.00000",35,"0.25000"
10537,31,"12.50000",30,"0.00000"
10537,51,"53.00000",6,"0.00000"
10537,58,"13.25000",20,"0.00000"
10537,72,"34.80000",21,"0.00000"
10537,73,"15.00000",9,"0.00000"
10538,70,"15.00000",7,"0.00000"
10538,72,"34.80000",1,"0.00000"
10539,13,"6.00000",8,"0.00000"
10539,21,"10.00000",15,"0.00000"
10539,33,"2.50000",15,"0.00000"
10539,49,"20.00000",6,"0.00000"
10540,3,"10.00000",60,"0.00000"
10540,26,"31.23000",40,"0.00000"
10540,38,"263.50000",30,"0.00000"
10540,68,"12.50000",35,"0.00000"
10541,24,"4.50000",35,"0.10000"
10541,38,"263.50000",4,"0.10000"
10541,65,"21.05000",36,"0.10000"
10541,71,"21.50000",9,"0.10000"
10542,11,"21.00000",15,"0.05000"
10542,54,"7.45000",24,"0.05000"
10543,12,"38.00000",30,"0.15000"
10543,23,"9.00000",70,"0.15000"
10544,28,"45.60000",7,"0.00000"
10544,67,"14.00000",7,"0.00000"
10545,11,"21.00000",10,"0.00000"
10546,7,"30.00000",10,"0.00000"
10546,35,"18.00000",30,"0.00000"
10546,62,"49.30000",40,"0.00000"
10547,32,"32.00000",24,"0.15000"
10547,36,"19.00000",60,"0.00000"
10548,34,"14.00000",10,"0.25000"
10548,41,"9.65000",14,"0.00000"
10549,31,"12.50000",55,"0.15000"
10549,45,"9.50000",100,"0.15000"
10549,51,"53.00000",48,"0.15000"
10550,17,"39.00000",8,"0.10000"
10550,19,"9.20000",10,"0.00000"
10550,21,"10.00000",6,"0.10000"
10550,61,"28.50000",10,"0.10000"
10551,16,"17.45000",40,"0.15000"
10551,35,"18.00000",20,"0.15000"
10551,44,"19.45000",40,"0.00000"
10552,69,"36.00000",18,"0.00000"
10552,75,"7.75000",30,"0.00000"
10553,11,"21.00000",15,"0.00000"
10553,16,"17.45000",14,"0.00000"
10553,22,"21.00000",24,"0.00000"
10553,31,"12.50000",30,"0.00000"
10553,35,"18.00000",6,"0.00000"
10554,16,"17.45000",30,"0.05000"
10554,23,"9.00000",20,"0.05000"
10554,62,"49.30000",20,"0.05000"
10554,77,"13.00000",10,"0.05000"
10555,14,"23.25000",30,"0.20000"
10555,19,"9.20000",35,"0.20000"
10555,24,"4.50000",18,"0.20000"
10555,51,"53.00000",20,"0.20000"
10555,56,"38.00000",40,"0.20000"
10556,72,"34.80000",24,"0.00000"
10557,64,"33.25000",30,"0.00000"
10557,75,"7.75000",20,"0.00000"
10558,47,"9.50000",25,"0.00000"
10558,51,"53.00000",20,"0.00000"
10558,52,"7.00000",30,"0.00000"
10558,53,"32.80000",18,"0.00000"
10558,73,"15.00000",3,"0.00000"
10559,41,"9.65000",12,"0.05000"
10559,55,"24.00000",18,"0.05000"
10560,30,"25.89000",20,"0.00000"
10560,62,"49.30000",15,"0.25000"
10561,44,"19.45000",10,"0.00000"
10561,51,"53.00000",50,"0.00000"
10562,33,"2.50000",20,"0.10000"
10562,62,"49.30000",10,"0.10000"
10563,36,"19.00000",25,"0.00000"
10563,52,"7.00000",70,"0.00000"
10564,17,"39.00000",16,"0.05000"
10564,31,"12.50000",6,"0.05000"
10564,55,"24.00000",25,"0.05000"
10565,24,"4.50000",25,"0.10000"
10565,64,"33.25000",18,"0.10000"
10566,11,"21.00000",35,"0.15000"
10566,18,"62.50000",18,"0.15000"
10566,76,"18.00000",10,"0.00000"
10567,31,"12.50000",60,"0.20000"
10567,51,"53.00000",3,"0.00000"
10567,59,"55.00000",40,"0.20000"
10568,10,"31.00000",5,"0.00000"
10569,31,"12.50000",35,"0.20000"
10569,76,"18.00000",30,"0.00000"
10570,11,"21.00000",15,"0.05000"
10570,56,"38.00000",60,"0.05000"
10571,14,"23.25000",11,"0.15000"
10571,42,"14.00000",28,"0.15000"
10572,16,"17.45000",12,"0.10000"
10572,32,"32.00000",10,"0.10000"
10572,40,"18.40000",50,"0.00000"
10572,75,"7.75000",15,"0.10000"
10573,17,"39.00000",18,"0.00000"
10573,34,"14.00000",40,"0.00000"
10573,53,"32.80000",25,"0.00000"
10574,33,"2.50000",14,"0.00000"
10574,40,"18.40000",2,"0.00000"
10574,62,"49.30000",10,"0.00000"
10574,64,"33.25000",6,"0.00000"
10575,59,"55.00000",12,"0.00000"
10575,63,"43.90000",6,"0.00000"
10575,72,"34.80000",30,"0.00000"
10575,76,"18.00000",10,"0.00000"
10576,1,"18.00000",10,"0.00000"
10576,31,"12.50000",20,"0.00000"
10576,44,"19.45000",21,"0.00000"
10577,39,"18.00000",10,"0.00000"
10577,75,"7.75000",20,"0.00000"
10577,77,"13.00000",18,"0.00000"
10578,35,"18.00000",20,"0.00000"
10578,57,"19.50000",6,"0.00000"
10579,15,"15.50000",10,"0.00000"
10579,75,"7.75000",21,"0.00000"
10580,14,"23.25000",15,"0.05000"
10580,41,"9.65000",9,"0.05000"
10580,65,"21.05000",30,"0.05000"
10581,75,"7.75000",50,"0.20000"
10582,57,"19.50000",4,"0.00000"
10582,76,"18.00000",14,"0.00000"
10583,29,"123.79000",10,"0.00000"
10583,60,"34.00000",24,"0.15000"
10583,69,"36.00000",10,"0.15000"
10584,31,"12.50000",50,"0.05000"
10585,47,"9.50000",15,"0.00000"
10586,52,"7.00000",4,"0.15000"
10587,26,"31.23000",6,"0.00000"
10587,35,"18.00000",20,"0.00000"
10587,77,"13.00000",20,"0.00000"
10588,18,"62.50000",40,"0.20000"
10588,42,"14.00000",100,"0.20000"
10589,35,"18.00000",4,"0.00000"
10590,1,"18.00000",20,"0.00000"
10590,77,"13.00000",60,"0.05000"
10591,3,"10.00000",14,"0.00000"
10591,7,"30.00000",10,"0.00000"
10591,54,"7.45000",50,"0.00000"
10592,15,"15.50000",25,"0.05000"
10592,26,"31.23000",5,"0.05000"
10593,20,"81.00000",21,"0.20000"
10593,69,"36.00000",20,"0.20000"
10593,76,"18.00000",4,"0.20000"
10594,52,"7.00000",24,"0.00000"
10594,58,"13.25000",30,"0.00000"
10595,35,"18.00000",30,"0.25000"
10595,61,"28.50000",120,"0.25000"
10595,69,"36.00000",65,"0.25000"
10596,56,"38.00000",5,"0.20000"
10596,63,"43.90000",24,"0.20000"
10596,75,"7.75000",30,"0.20000"
10597,24,"4.50000",35,"0.20000"
10597,57,"19.50000",20,"0.00000"
10597,65,"21.05000",12,"0.20000"
10598,27,"43.90000",50,"0.00000"
10598,71,"21.50000",9,"0.00000"
10599,62,"49.30000",10,"0.00000"
10600,54,"7.45000",4,"0.00000"
10600,73,"15.00000",30,"0.00000"
10601,13,"6.00000",60,"0.00000"
10601,59,"55.00000",35,"0.00000"
10602,77,"13.00000",5,"0.25000"
10603,22,"21.00000",48,"0.00000"
10603,49,"20.00000",25,"0.05000"
10604,48,"12.75000",6,"0.10000"
10604,76,"18.00000",10,"0.10000"
10605,16,"17.45000",30,"0.05000"
10605,59,"55.00000",20,"0.05000"
10605,60,"34.00000",70,"0.05000"
10605,71,"21.50000",15,"0.05000"
10606,4,"22.00000",20,"0.20000"
10606,55,"24.00000",20,"0.20000"
10606,62,"49.30000",10,"0.20000"
10607,7,"30.00000",45,"0.00000"
10607,17,"39.00000",100,"0.00000"
10607,33,"2.50000",14,"0.00000"
10607,40,"18.40000",42,"0.00000"
10607,72,"34.80000",12,"0.00000"
10608,56,"38.00000",28,"0.00000"
10609,1,"18.00000",3,"0.00000"
10609,10,"31.00000",10,"0.00000"
10609,21,"10.00000",6,"0.00000"
10610,36,"19.00000",21,"0.25000"
10611,1,"18.00000",6,"0.00000"
10611,2,"19.00000",10,"0.00000"
10611,60,"34.00000",15,"0.00000"
10612,10,"31.00000",70,"0.00000"
10612,36,"19.00000",55,"0.00000"
10612,49,"20.00000",18,"0.00000"
10612,60,"34.00000",40,"0.00000"
10612,76,"18.00000",80,"0.00000"
10613,13,"6.00000",8,"0.10000"
10613,75,"7.75000",40,"0.00000"
10614,11,"21.00000",14,"0.00000"
10614,21,"10.00000",8,"0.00000"
10614,39,"18.00000",5,"0.00000"
10615,55,"24.00000",5,"0.00000"
10616,38,"263.50000",15,"0.05000"
10616,56,"38.00000",14,"0.00000"
10616,70,"15.00000",15,"0.05000"
10616,71,"21.50000",15,"0.05000"
10617,59,"55.00000",30,"0.15000"
10618,6,"25.00000",70,"0.00000"
10618,56,"38.00000",20,"0.00000"
10618,68,"12.50000",15,"0.00000"
10619,21,"10.00000",42,"0.00000"
10619,22,"21.00000",40,"0.00000"
10620,24,"4.50000",5,"0.00000"
10620,52,"7.00000",5,"0.00000"
10621,19,"9.20000",5,"0.00000"
10621,23,"9.00000",10,"0.00000"
10621,70,"15.00000",20,"0.00000"
10621,71,"21.50000",15,"0.00000"
10622,2,"19.00000",20,"0.00000"
10622,68,"12.50000",18,"0.20000"
10623,14,"23.25000",21,"0.00000"
10623,19,"9.20000",15,"0.10000"
10623,21,"10.00000",25,"0.10000"
10623,24,"4.50000",3,"0.00000"
10623,35,"18.00000",30,"0.10000"
10624,28,"45.60000",10,"0.00000"
10624,29,"123.79000",6,"0.00000"
10624,44,"19.45000",10,"0.00000"
10625,14,"23.25000",3,"0.00000"
10625,42,"14.00000",5,"0.00000"
10625,60,"34.00000",10,"0.00000"
10626,53,"32.80000",12,"0.00000"
10626,60,"34.00000",20,"0.00000"
10626,71,"21.50000",20,"0.00000"
10627,62,"49.30000",15,"0.00000"
10627,73,"15.00000",35,"0.15000"
10628,1,"18.00000",25,"0.00000"
10629,29,"123.79000",20,"0.00000"
10629,64,"33.25000",9,"0.00000"
10630,55,"24.00000",12,"0.05000"
10630,76,"18.00000",35,"0.00000"
10631,75,"7.75000",8,"0.10000"
10632,2,"19.00000",30,"0.05000"
10632,33,"2.50000",20,"0.05000"
10633,12,"38.00000",36,"0.15000"
10633,13,"6.00000",13,"0.15000"
10633,26,"31.23000",35,"0.15000"
10633,62,"49.30000",80,"0.15000"
10634,7,"30.00000",35,"0.00000"
10634,18,"62.50000",50,"0.00000"
10634,51,"53.00000",15,"0.00000"
10634,75,"7.75000",2,"0.00000"
10635,4,"22.00000",10,"0.10000"
10635,5,"21.35000",15,"0.10000"
10635,22,"21.00000",40,"0.00000"
10636,4,"22.00000",25,"0.00000"
10636,58,"13.25000",6,"0.00000"
10637,11,"21.00000",10,"0.00000"
10637,50,"16.25000",25,"0.05000"
10637,56,"38.00000",60,"0.05000"
10638,45,"9.50000",20,"0.00000"
10638,65,"21.05000",21,"0.00000"
10638,72,"34.80000",60,"0.00000"
10639,18,"62.50000",8,"0.00000"
10640,69,"36.00000",20,"0.25000"
10640,70,"15.00000",15,"0.25000"
10641,2,"19.00000",50,"0.00000"
10641,40,"18.40000",60,"0.00000"
10642,21,"10.00000",30,"0.20000"
10642,61,"28.50000",20,"0.20000"
10643,28,"45.60000",15,"0.25000"
10643,39,"18.00000",21,"0.25000"
10643,46,"12.00000",2,"0.25000"
10644,18,"62.50000",4,"0.10000"
10644,43,"46.00000",20,"0.00000"
10644,46,"12.00000",21,"0.10000"
10645,18,"62.50000",20,"0.00000"
10645,36,"19.00000",15,"0.00000"
10646,1,"18.00000",15,"0.25000"
10646,10,"31.00000",18,"0.25000"
10646,71,"21.50000",30,"0.25000"
10646,77,"13.00000",35,"0.25000"
10647,19,"9.20000",30,"0.00000"
10647,39,"18.00000",20,"0.00000"
10648,22,"21.00000",15,"0.00000"
10648,24,"4.50000",15,"0.15000"
10649,28,"45.60000",20,"0.00000"
10649,72,"34.80000",15,"0.00000"
10650,30,"25.89000",30,"0.00000"
10650,53,"32.80000",25,"0.05000"
10650,54,"7.45000",30,"0.00000"
10651,19,"9.20000",12,"0.25000"
10651,22,"21.00000",20,"0.25000"
10652,30,"25.89000",2,"0.25000"
10652,42,"14.00000",20,"0.00000"
10653,16,"17.45000",30,"0.10000"
10653,60,"34.00000",20,"0.10000"
10654,4,"22.00000",12,"0.10000"
10654,39,"18.00000",20,"0.10000"
10654,54,"7.45000",6,"0.10000"
10655,41,"9.65000",20,"0.20000"
10656,14,"23.25000",3,"0.10000"
10656,44,"19.45000",28,"0.10000"
10656,47,"9.50000",6,"0.10000"
10657,15,"15.50000",50,"0.00000"
10657,41,"9.65000",24,"0.00000"
10657,46,"12.00000",45,"0.00000"
10657,47,"9.50000",10,"0.00000"
10657,56,"38.00000",45,"0.00000"
10657,60,"34.00000",30,"0.00000"
10658,21,"10.00000",60,"0.00000"
10658,40,"18.40000",70,"0.05000"
10658,60,"34.00000",55,"0.05000"
10658,77,"13.00000",70,"0.05000"
10659,31,"12.50000",20,"0.05000"
10659,40,"18.40000",24,"0.05000"
10659,70,"15.00000",40,"0.05000"
10660,20,"81.00000",21,"0.00000"
10661,39,"18.00000",3,"0.20000"
10661,58,"13.25000",49,"0.20000"
10662,68,"12.50000",10,"0.00000"
10663,40,"18.40000",30,"0.05000"
10663,42,"14.00000",30,"0.05000"
10663,51,"53.00000",20,"0.05000"
10664,10,"31.00000",24,"0.15000"
10664,56,"38.00000",12,"0.15000"
10664,65,"21.05000",15,"0.15000"
10665,51,"53.00000",20,"0.00000"
10665,59,"55.00000",1,"0.00000"
10665,76,"18.00000",10,"0.00000"
10666,29,"123.79000",36,"0.00000"
10666,65,"21.05000",10,"0.00000"
10667,69,"36.00000",45,"0.20000"
10667,71,"21.50000",14,"0.20000"
10668,31,"12.50000",8,"0.10000"
10668,55,"24.00000",4,"0.10000"
10668,64,"33.25000",15,"0.10000"
10669,36,"19.00000",30,"0.00000"
10670,23,"9.00000",32,"0.00000"
10670,46,"12.00000",60,"0.00000"
10670,67,"14.00000",25,"0.00000"
10670,73,"15.00000",50,"0.00000"
10670,75,"7.75000",25,"0.00000"
10671,16,"17.45000",10,"0.00000"
10671,62,"49.30000",10,"0.00000"
10671,65,"21.05000",12,"0.00000"
10672,38,"263.50000",15,"0.10000"
10672,71,"21.50000",12,"0.00000"
10673,16,"17.45000",3,"0.00000"
10673,42,"14.00000",6,"0.00000"
10673,43,"46.00000",6,"0.00000"
10674,23,"9.00000",5,"0.00000"
10675,14,"23.25000",30,"0.00000"
10675,53,"32.80000",10,"0.00000"
10675,58,"13.25000",30,"0.00000"
10676,10,"31.00000",2,"0.00000"
10676,19,"9.20000",7,"0.00000"
10676,44,"19.45000",21,"0.00000"
10677,26,"31.23000",30,"0.15000"
10677,33,"2.50000",8,"0.15000"
10678,12,"38.00000",100,"0.00000"
10678,33,"2.50000",30,"0.00000"
10678,41,"9.65000",120,"0.00000"
10678,54,"7.45000",30,"0.00000"
10679,59,"55.00000",12,"0.00000"
10680,16,"17.45000",50,"0.25000"
10680,31,"12.50000",20,"0.25000"
10680,42,"14.00000",40,"0.25000"
10681,19,"9.20000",30,"0.10000"
10681,21,"10.00000",12,"0.10000"
10681,64,"33.25000",28,"0.00000"
10682,33,"2.50000",30,"0.00000"
10682,66,"17.00000",4,"0.00000"
10682,75,"7.75000",30,"0.00000"
10683,52,"7.00000",9,"0.00000"
10684,40,"18.40000",20,"0.00000"
10684,47,"9.50000",40,"0.00000"
10684,60,"34.00000",30,"0.00000"
10685,10,"31.00000",20,"0.00000"
10685,41,"9.65000",4,"0.00000"
10685,47,"9.50000",15,"0.00000"
10686,17,"39.00000",30,"0.20000"
10686,26,"31.23000",15,"0.00000"
10687,9,"97.00000",50,"0.25000"
10687,29,"123.79000",10,"0.00000"
10687,36,"19.00000",6,"0.25000"
10688,10,"31.00000",18,"0.10000"
10688,28,"45.60000",60,"0.10000"
10688,34,"14.00000",14,"0.00000"
10689,1,"18.00000",35,"0.25000"
10690,56,"38.00000",20,"0.25000"
10690,77,"13.00000",30,"0.25000"
10691,1,"18.00000",30,"0.00000"
10691,29,"123.79000",40,"0.00000"
10691,43,"46.00000",40,"0.00000"
10691,44,"19.45000",24,"0.00000"
10691,62,"49.30000",48,"0.00000"
10692,63,"43.90000",20,"0.00000"
10693,9,"97.00000",6,"0.00000"
10693,54,"7.45000",60,"0.15000"
10693,69,"36.00000",30,"0.15000"
10693,73,"15.00000",15,"0.15000"
10694,7,"30.00000",90,"0.00000"
10694,59,"55.00000",25,"0.00000"
10694,70,"15.00000",50,"0.00000"
10695,8,"40.00000",10,"0.00000"
10695,12,"38.00000",4,"0.00000"
10695,24,"4.50000",20,"0.00000"
10696,17,"39.00000",20,"0.00000"
10696,46,"12.00000",18,"0.00000"
10697,19,"9.20000",7,"0.25000"
10697,35,"18.00000",9,"0.25000"
10697,58,"13.25000",30,"0.25000"
10697,70,"15.00000",30,"0.25000"
10698,11,"21.00000",15,"0.00000"
10698,17,"39.00000",8,"0.05000"
10698,29,"123.79000",12,"0.05000"
10698,65,"21.05000",65,"0.05000"
10698,70,"15.00000",8,"0.05000"
10699,47,"9.50000",12,"0.00000"
10700,1,"18.00000",5,"0.20000"
10700,34,"14.00000",12,"0.20000"
10700,68,"12.50000",40,"0.20000"
10700,71,"21.50000",60,"0.20000"
10701,59,"55.00000",42,"0.15000"
10701,71,"21.50000",20,"0.15000"
10701,76,"18.00000",35,"0.15000"
10702,3,"10.00000",6,"0.00000"
10702,76,"18.00000",15,"0.00000"
10703,2,"19.00000",5,"0.00000"
10703,59,"55.00000",35,"0.00000"
10703,73,"15.00000",35,"0.00000"
10704,4,"22.00000",6,"0.00000"
10704,24,"4.50000",35,"0.00000"
10704,48,"12.75000",24,"0.00000"
10705,31,"12.50000",20,"0.00000"
10705,32,"32.00000",4,"0.00000"
10706,16,"17.45000",20,"0.00000"
10706,43,"46.00000",24,"0.00000"
10706,59,"55.00000",8,"0.00000"
10707,55,"24.00000",21,"0.00000"
10707,57,"19.50000",40,"0.00000"
10707,70,"15.00000",28,"0.15000"
10708,5,"21.35000",4,"0.00000"
10708,36,"19.00000",5,"0.00000"
10709,8,"40.00000",40,"0.00000"
10709,51,"53.00000",28,"0.00000"
10709,60,"34.00000",10,"0.00000"
10710,19,"9.20000",5,"0.00000"
10710,47,"9.50000",5,"0.00000"
10711,19,"9.20000",12,"0.00000"
10711,41,"9.65000",42,"0.00000"
10711,53,"32.80000",120,"0.00000"
10712,53,"32.80000",3,"0.05000"
10712,56,"38.00000",30,"0.00000"
10713,10,"31.00000",18,"0.00000"
10713,26,"31.23000",30,"0.00000"
10713,45,"9.50000",110,"0.00000"
10713,46,"12.00000",24,"0.00000"
10714,2,"19.00000",30,"0.25000"
10714,17,"39.00000",27,"0.25000"
10714,47,"9.50000",50,"0.25000"
10714,56,"38.00000",18,"0.25000"
10714,58,"13.25000",12,"0.25000"
10715,10,"31.00000",21,"0.00000"
10715,71,"21.50000",30,"0.00000"
10716,21,"10.00000",5,"0.00000"
10716,51,"53.00000",7,"0.00000"
10716,61,"28.50000",10,"0.00000"
10717,21,"10.00000",32,"0.05000"
10717,54,"7.45000",15,"0.00000"
10717,69,"36.00000",25,"0.05000"
10718,12,"38.00000",36,"0.00000"
10718,16,"17.45000",20,"0.00000"
10718,36,"19.00000",40,"0.00000"
10718,62,"49.30000",20,"0.00000"
10719,18,"62.50000",12,"0.25000"
10719,30,"25.89000",3,"0.25000"
10719,54,"7.45000",40,"0.25000"
10720,35,"18.00000",21,"0.00000"
10720,71,"21.50000",8,"0.00000"
10721,44,"19.45000",50,"0.05000"
10722,2,"19.00000",3,"0.00000"
10722,31,"12.50000",50,"0.00000"
10722,68,"12.50000",45,"0.00000"
10722,75,"7.75000",42,"0.00000"
10723,26,"31.23000",15,"0.00000"
10724,10,"31.00000",16,"0.00000"
10724,61,"28.50000",5,"0.00000"
10725,41,"9.65000",12,"0.00000"
10725,52,"7.00000",4,"0.00000"
10725,55,"24.00000",6,"0.00000"
10726,4,"22.00000",25,"0.00000"
10726,11,"21.00000",5,"0.00000"
10727,17,"39.00000",20,"0.05000"
10727,56,"38.00000",10,"0.05000"
10727,59,"55.00000",10,"0.05000"
10728,30,"25.89000",15,"0.00000"
10728,40,"18.40000",6,"0.00000"
10728,55,"24.00000",12,"0.00000"
10728,60,"34.00000",15,"0.00000"
10729,1,"18.00000",50,"0.00000"
10729,21,"10.00000",30,"0.00000"
10729,50,"16.25000",40,"0.00000"
10730,16,"17.45000",15,"0.05000"
10730,31,"12.50000",3,"0.05000"
10730,65,"21.05000",10,"0.05000"
10731,21,"10.00000",40,"0.05000"
10731,51,"53.00000",30,"0.05000"
10732,76,"18.00000",20,"0.00000"
10733,14,"23.25000",16,"0.00000"
10733,28,"45.60000",20,"0.00000"
10733,52,"7.00000",25,"0.00000"
10734,6,"25.00000",30,"0.00000"
10734,30,"25.89000",15,"0.00000"
10734,76,"18.00000",20,"0.00000"
10735,61,"28.50000",20,"0.10000"
10735,77,"13.00000",2,"0.10000"
10736,65,"21.05000",40,"0.00000"
10736,75,"7.75000",20,"0.00000"
10737,13,"6.00000",4,"0.00000"
10737,41,"9.65000",12,"0.00000"
10738,16,"17.45000",3,"0.00000"
10739,36,"19.00000",6,"0.00000"
10739,52,"7.00000",18,"0.00000"
10740,28,"45.60000",5,"0.20000"
10740,35,"18.00000",35,"0.20000"
10740,45,"9.50000",40,"0.20000"
10740,56,"38.00000",14,"0.20000"
10741,2,"19.00000",15,"0.20000"
10742,3,"10.00000",20,"0.00000"
10742,60,"34.00000",50,"0.00000"
10742,72,"34.80000",35,"0.00000"
10743,46,"12.00000",28,"0.05000"
10744,40,"18.40000",50,"0.20000"
10745,18,"62.50000",24,"0.00000"
10745,44,"19.45000",16,"0.00000"
10745,59,"55.00000",45,"0.00000"
10745,72,"34.80000",7,"0.00000"
10746,13,"6.00000",6,"0.00000"
10746,42,"14.00000",28,"0.00000"
10746,62,"49.30000",9,"0.00000"
10746,69,"36.00000",40,"0.00000"
10747,31,"12.50000",8,"0.00000"
10747,41,"9.65000",35,"0.00000"
10747,63,"43.90000",9,"0.00000"
10747,69,"36.00000",30,"0.00000"
10748,23,"9.00000",44,"0.00000"
10748,40,"18.40000",40,"0.00000"
10748,56,"38.00000",28,"0.00000"
10749,56,"38.00000",15,"0.00000"
10749,59,"55.00000",6,"0.00000"
10749,76,"18.00000",10,"0.00000"
10750,14,"23.25000",5,"0.15000"
10750,45,"9.50000",40,"0.15000"
10750,59,"55.00000",25,"0.15000"
10751,26,"31.23000",12,"0.10000"
10751,30,"25.89000",30,"0.00000"
10751,50,"16.25000",20,"0.10000"
10751,73,"15.00000",15,"0.00000"
10752,1,"18.00000",8,"0.00000"
10752,69,"36.00000",3,"0.00000"
10753,45,"9.50000",4,"0.00000"
10753,74,"10.00000",5,"0.00000"
10754,40,"18.40000",3,"0.00000"
10755,47,"9.50000",30,"0.25000"
10755,56,"38.00000",30,"0.25000"
10755,57,"19.50000",14,"0.25000"
10755,69,"36.00000",25,"0.25000"
10756,18,"62.50000",21,"0.20000"
10756,36,"19.00000",20,"0.20000"
10756,68,"12.50000",6,"0.20000"
10756,69,"36.00000",20,"0.20000"
10757,34,"14.00000",30,"0.00000"
10757,59,"55.00000",7,"0.00000"
10757,62,"49.30000",30,"0.00000"
10757,64,"33.25000",24,"0.00000"
10758,26,"31.23000",20,"0.00000"
10758,52,"7.00000",60,"0.00000"
10758,70,"15.00000",40,"0.00000"
10759,32,"32.00000",10,"0.00000"
10760,25,"14.00000",12,"0.25000"
10760,27,"43.90000",40,"0.00000"
10760,43,"46.00000",30,"0.25000"
10761,25,"14.00000",35,"0.25000"
10761,75,"7.75000",18,"0.00000"
10762,39,"18.00000",16,"0.00000"
10762,47,"9.50000",30,"0.00000"
10762,51,"53.00000",28,"0.00000"
10762,56,"38.00000",60,"0.00000"
10763,21,"10.00000",40,"0.00000"
10763,22,"21.00000",6,"0.00000"
10763,24,"4.50000",20,"0.00000"
10764,3,"10.00000",20,"0.10000"
10764,39,"18.00000",130,"0.10000"
10765,65,"21.05000",80,"0.10000"
10766,2,"19.00000",40,"0.00000"
10766,7,"30.00000",35,"0.00000"
10766,68,"12.50000",40,"0.00000"
10767,42,"14.00000",2,"0.00000"
10768,22,"21.00000",4,"0.00000"
10768,31,"12.50000",50,"0.00000"
10768,60,"34.00000",15,"0.00000"
10768,71,"21.50000",12,"0.00000"
10769,41,"9.65000",30,"0.05000"
10769,52,"7.00000",15,"0.05000"
10769,61,"28.50000",20,"0.00000"
10769,62,"49.30000",15,"0.00000"
10770,11,"21.00000",15,"0.25000"
10771,71,"21.50000",16,"0.00000"
10772,29,"123.79000",18,"0.00000"
10772,59,"55.00000",25,"0.00000"
10773,17,"39.00000",33,"0.00000"
10773,31,"12.50000",70,"0.20000"
10773,75,"7.75000",7,"0.20000"
10774,31,"12.50000",2,"0.25000"
10774,66,"17.00000",50,"0.00000"
10775,10,"31.00000",6,"0.00000"
10775,67,"14.00000",3,"0.00000"
10776,31,"12.50000",16,"0.05000"
10776,42,"14.00000",12,"0.05000"
10776,45,"9.50000",27,"0.05000"
10776,51,"53.00000",120,"0.05000"
10777,42,"14.00000",20,"0.20000"
10778,41,"9.65000",10,"0.00000"
10779,16,"17.45000",20,"0.00000"
